image_id,identity,path,date,orientation,time-aware,time-proportional,random
1375,t080,images/t080/PDkAPpPcXR.jpg,2019-06-13,topright,val,test,train
1376,t080,images/t080/vtZrZZTYqy.jpg,2019-06-13,top,val,test,train
1377,t080,images/t080/yeXfUCoQsp.jpg,2019-06-13,top,val,test,train
1378,t080,images/t080/bXSSiLGimV.jpg,2019-06-13,topleft,val,test,train
1379,t080,images/t080/VxbPBNcEnb.jpg,2019-06-13,right,val,test,test
1380,t080,images/t080/PYzEiNxIvO.jpg,2019-06-13,topleft,val,test,test
1381,t080,images/t080/BHfaybcCbL.jpg,2019-06-13,left,val,test,train
1382,t080,images/t080/oOKYLEsVTt.jpg,2019-06-13,topright,val,test,train
5945,t081,images/t081/EWwTMSzABn.jpg,2014-07-13,left,train,test,train
5946,t081,images/t081/GiDdmUmPrx.JPG,2014-07-13,left,train,test,train
5947,t081,images/t081/iEkQQoZjpW.jpg,2014-07-13,topright,train,test,train
5948,t081,images/t081/Izqsevhivn.JPG,2014-07-13,right,train,test,test
5949,t081,images/t081/TFnSRontyN.JPG,2014-06-28,topright,train,train,train
5950,t081,images/t081/FiqQzYSVzB.jpg,2014-06-28,topright,train,train,test
4047,t082,images/t082/NUYHXbkwsU.JPG,2014-08-04,topleft,train,val,train
4048,t082,images/t082/FsHkMNbrFM.jpg,2014-08-04,left,train,val,train
4049,t082,images/t082/qWZrCSmGKD.jpg,2014-08-04,topright,train,val,train
4050,t082,images/t082/hIUkClwTcZ.JPG,2014-07-29,topright,train,test,train
4051,t082,images/t082/mZwQSdPzvf.jpg,2014-07-29,left,train,test,train
4052,t082,images/t082/HHKuKUAJyr.jpg,2014-07-29,left,train,test,test
4053,t082,images/t082/xEtbukEcCr.jpg,2014-07-29,topright,train,test,train
4054,t082,images/t082/rMUniRDiTb.jpg,2014-06-28,left,train,train,train
4055,t082,images/t082/NbFVPBghRM.jpg,2014-06-28,left,train,train,train
5410,t083,images/t083/mUAQjREprd.JPG,2014-06-30,topright,train,train,train
5411,t083,images/t083/ShWFgPGiWD.JPG,2014-06-30,left,train,train,train
5412,t083,images/t083/WItMfDdUxj.JPG,2014-06-30,top,train,train,train
1323,t084,images/t084/JdYAfMFzmi.JPG,2016-07-10,right,train,val,train
1324,t084,images/t084/xjtSFnSsrz.JPG,2016-07-10,right,train,val,train
1325,t084,images/t084/gWGpGLBJfx.jpg,2016-07-10,topleft,train,val,train
1326,t084,images/t084/iGgqnQZHsM.JPG,2016-07-10,top,train,val,train
1327,t084,images/t084/hPNtxCpuRO.JPG,2016-07-10,topright,train,val,train
1328,t084,images/t084/oDAmeVrncZ.JPG,2016-07-10,left,train,val,train
1329,t084,images/t084/sELAjQEfYs.JPG,2016-07-10,left,train,val,train
1330,t084,images/t084/kvVwKHoucH.JPG,2016-07-10,top,train,val,val
1331,t084,images/t084/bNNTxBsqPH.JPG,2016-07-10,right,train,val,train
1332,t084,images/t084/afPUEOHtDo.JPG,2016-06-24,left,train,test,train
1333,t084,images/t084/qharPaKXhL.JPG,2016-06-24,left,train,test,test
1334,t084,images/t084/NQRbWeXiEX.JPG,2016-06-24,topleft,train,test,train
1335,t084,images/t084/bSzTTrplwM.JPG,2016-06-24,topright,train,test,train
1336,t084,images/t084/RWtEWnilue.JPG,2016-06-24,top,train,test,train
1337,t084,images/t084/YmaSsHvWQr.JPG,2016-06-24,topright,train,test,train
1338,t084,images/t084/ecQtmPTTOp.JPG,2016-06-24,left,train,test,train
1339,t084,images/t084/VpiWlqGMGm.JPG,2016-06-24,topright,train,test,train
1340,t084,images/t084/RSjgCsFQFO.JPG,2016-06-24,left,train,test,train
1341,t084,images/t084/InWKEBVadm.JPG,2016-06-24,topleft,train,test,train
1342,t084,images/t084/WYtFQLqOuo.JPG,2016-06-24,top,train,test,train
1343,t084,images/t084/ozDYIoOAIT.JPG,2016-06-24,top,train,test,train
1344,t084,images/t084/hHDhXMmvmD.jpg,2014-06-30,right,train,train,train
1622,t085,images/t085/HtJTPPbQjO.JPG,2014-06-30,right,train,train,train
1623,t085,images/t085/RKYeghQYEw.jpg,2014-06-30,left,train,train,train
1624,t085,images/t085/VdgPBsdPQz.jpg,2014-06-30,right,train,train,train
1625,t085,images/t085/VNLKOMfQuB.JPG,2014-06-30,left,train,train,train
1626,t085,images/t085/DXWGNXyURg.jpeg,2021-06-25,right,test,val,train
1627,t085,images/t085/HjZWqwtShQ.jpeg,2021-06-25,right,test,val,train
1628,t085,images/t085/UDkdciyxex.jpeg,2021-06-25,right,test,val,train
1629,t085,images/t085/AikEMNkqJh.jpeg,2021-06-25,right,test,val,train
1630,t085,images/t085/HkTTjxqOdb.jpeg,2021-06-25,topright,test,val,train
1631,t085,images/t085/nrvZLgltsV.jpeg,2021-06-25,topright,test,val,train
1632,t085,images/t085/kPrFlRvxMY.jpeg,2021-06-23,top,test,test,train
1633,t085,images/t085/glyOKZzaXM.jpeg,2021-06-23,top,test,test,train
1634,t085,images/t085/yXUDwMOnol.jpeg,2021-06-23,topleft,test,test,train
1635,t085,images/t085/vsiCIMQxWO.jpeg,2021-06-23,topright,test,test,train
1636,t085,images/t085/EfEdSNNFvs.jpeg,2021-06-23,top,test,test,train
1637,t085,images/t085/QSbHtOszyb.jpeg,2021-06-23,right,test,test,train
1638,t085,images/t085/UdxOkPdORJ.jpeg,2021-06-23,topleft,test,test,train
1639,t085,images/t085/WGOFjxcIzd.jpeg,2021-06-23,top,test,test,train
4663,t086,images/t086/NVUnquaiYO.jpg,2014-07-11,topleft,train,train,test
4664,t086,images/t086/JUPZrOjuLX.JPG,2014-07-11,topright,train,train,train
4665,t086,images/t086/POGAwztGnl.jpg,2014-07-11,topleft,train,train,train
4666,t086,images/t086/CdIiuJzTFa.jpg,2014-07-11,right,train,train,val
4667,t086,images/t086/fotSXDclew.jpg,2019-06-12,left,val,test,train
4668,t086,images/t086/xSNOGZLgOp.jpg,2019-06-12,topright,val,test,test
4669,t086,images/t086/LXDujTvPox.jpg,2019-06-12,topleft,val,test,val
4670,t086,images/t086/gxAcdcjEkg.jpg,2019-06-12,topright,val,test,test
4671,t086,images/t086/shrKdImIlc.jpg,2019-06-12,topleft,val,test,test
4672,t086,images/t086/eDRkOddhdI.jpg,2019-06-12,left,val,test,train
4673,t086,images/t086/zbqzLmSeit.jpg,2019-06-12,front,val,test,train
5519,t087,images/t087/qpSGtJXKQG.jpg,2014-07-13,right,train,train,train
5520,t087,images/t087/qBwoDxqhcm.JPG,2014-07-13,left,train,train,train
2398,t088,images/t088/cppLBCcNEp.jpg,2014-07-14,left,train,train,train
2399,t088,images/t088/WAuKzhQaDr.jpg,2014-07-14,left,train,train,train
2425,t089,images/t089/PytSBiHroU.jpg,2014-07-14,topleft,train,train,val
2426,t089,images/t089/qHYJPHIIqf.jpg,2014-07-14,topright,train,train,train
4723,t090,images/t090/lONqaVkiLe.JPG,2020-06-21,topright,test,val,train
4729,t090,images/t090/WOovilbFaE.JPG,2020-06-21,topright,test,val,train
7375,t090,images/t090/XJOAKQeNmB.JPG,2020-06-21,topright,test,val,test
7376,t090,images/t090/uwWtJgvBNM.JPG,2020-06-21,topleft,test,val,train
7377,t090,images/t090/nUzfaHlZcx.JPG,2020-06-21,topleft,test,val,train
7378,t090,images/t090/CzeJgWjSyS.JPG,2020-06-21,topleft,test,val,train
7379,t090,images/t090/CmYsZLxuYg.JPG,2020-06-21,left,test,val,train
7380,t090,images/t090/wsxAPYCGsU.JPG,2020-06-21,topleft,test,val,train
7381,t090,images/t090/IAaZWPnkeX.jpg,2014-07-14,left,train,train,train
7382,t090,images/t090/gQwwlKTbHe.JPG,2014-07-14,right,train,train,train
7383,t090,images/t090/PKCDvOFwue.jpg,2014-07-14,right,train,train,train
7384,t090,images/t090/izYEvSDrFc.jpg,2014-07-14,right,train,train,train
7385,t090,images/t090/lKudJobWGa.JPG,2017-07-16,right,train,test,train
7386,t090,images/t090/XwprCtjAua.JPG,2017-07-16,topright,train,test,train
7387,t090,images/t090/ckWXIjaiUr.JPG,2017-07-16,top,train,test,test
7388,t090,images/t090/VzfbOzCEXL.JPG,2017-07-16,right,train,test,train
7389,t090,images/t090/ptGZMdpgoc.JPG,2017-07-16,right,train,test,train
7390,t090,images/t090/pyDvTYecnY.JPG,2017-07-16,topright,train,test,train
7391,t090,images/t090/ikxifGWXWw.JPG,2017-07-16,left,train,test,val
2718,t091,images/t091/ngkfAOslXj.JPG,2014-07-14,topleft,train,train,train
2719,t091,images/t091/urhwsvShoM.jpg,2014-07-14,right,train,train,train
7105,t092,images/t092/SwRgXCFPEk.JPG,2014-07-15,right,train,train,train
7106,t092,images/t092/mlnLNpNAbH.jpg,2014-07-15,top,train,train,test
7107,t092,images/t092/aExsSPouNa.JPG,2014-07-15,left,train,train,train
7108,t092,images/t092/ZlFuDrWPVv.JPG,2014-07-15,left,train,train,train
7109,t092,images/t092/VSqRDZCNxp.JPG,2017-06-14,right,train,train,train
7110,t092,images/t092/SeDdjpPlGJ.JPG,2017-06-14,right,train,train,train
7111,t092,images/t092/kIHwlKLlOB.JPG,2017-06-14,right,train,train,test
7112,t092,images/t092/iPRyPKARXE.JPG,2017-06-14,left,train,train,test
7113,t092,images/t092/CgPpeJQPNo.JPG,2017-06-14,left,train,train,train
7114,t092,images/t092/pgCTmFXLxw.JPG,2017-07-14,right,train,train,val
7115,t092,images/t092/YYxrLUaxzW.JPG,2017-07-14,left,train,train,test
7116,t092,images/t092/svZlUDoXTo.JPG,2017-07-14,right,train,train,train
7117,t092,images/t092/nhlPDoYGey.JPG,2017-07-14,right,train,train,train
7118,t092,images/t092/XstOWSXpJX.JPG,2017-07-14,left,train,train,train
7119,t092,images/t092/oqtmmlMSxJ.JPG,2017-07-14,left,train,train,train
7120,t092,images/t092/AvJAGJSlxZ.JPG,2018-06-22,right,train,train,train
7121,t092,images/t092/rtGQztjMto.JPG,2018-06-22,topright,train,train,train
7122,t092,images/t092/EKwDUKtqlS.JPG,2018-06-22,right,train,train,train
7123,t092,images/t092/TQHEOCKRtp.JPG,2018-06-22,top,train,train,train
7124,t092,images/t092/FdwSKxceEL.JPG,2018-06-22,right,train,train,val
7125,t092,images/t092/pUBroGinPP.JPG,2018-06-22,topleft,train,train,train
7126,t092,images/t092/tKkSORYjqk.JPG,2018-06-23,right,train,train,val
7127,t092,images/t092/YgnavstANP.JPG,2018-06-23,right,train,train,test
7128,t092,images/t092/GhemOPMlIK.JPG,2018-06-23,topright,train,train,test
7129,t092,images/t092/KPOkmotARH.JPG,2018-06-23,left,train,train,train
7130,t092,images/t092/QHMfmYgREw.JPG,2018-06-23,right,train,train,train
7131,t092,images/t092/bnCzJaZSuK.JPG,2018-06-23,right,train,train,train
7132,t092,images/t092/OatjOWQpJr.jpg,2019-06-20,top,val,train,train
7133,t092,images/t092/oRbVLKDrCI.jpg,2019-06-20,topleft,val,train,val
7134,t092,images/t092/oQqZIclBzP.jpg,2019-06-20,right,val,train,test
7135,t092,images/t092/jETTEoZxXf.jpg,2019-06-20,left,val,train,train
7136,t092,images/t092/yPOhOaXUVm.jpg,2019-06-20,left,val,train,train
7137,t092,images/t092/KpsenMcCFy.jpg,2019-06-20,left,val,train,train
7138,t092,images/t092/yAsCxLeHff.jpg,2019-06-20,right,val,train,train
7139,t092,images/t092/ygHDkUzecB.jpg,2019-06-20,top,val,train,train
7140,t092,images/t092/pWXNmEySHs.jpg,2019-06-20,top,val,train,train
2213,t093,images/t093/ouUIzCMKMF.jpg,2014-07-15,topleft,train,train,train
2214,t093,images/t093/OhntoAqNpk.JPG,2014-07-15,left,train,train,train
2215,t093,images/t093/WiWspvkyVx.jpeg,2021-06-23,topright,test,test,train
2216,t093,images/t093/FYotYBhaQk.jpeg,2021-06-23,left,test,test,train
2217,t093,images/t093/FeAWTQbjTG.jpeg,2021-06-23,left,test,test,train
2218,t093,images/t093/GacCnCUHYA.jpeg,2021-06-23,topright,test,test,val
2219,t093,images/t093/KxsYYHIhdb.jpeg,2021-06-23,left,test,test,train
2220,t093,images/t093/IiIEXlbWDq.jpeg,2021-06-23,left,test,test,train
2221,t093,images/t093/FeOOxICeFw.jpeg,2021-06-23,topright,test,test,train
2222,t093,images/t093/WfQSEELHGT.jpeg,2021-06-23,topright,test,test,train
2223,t093,images/t093/vlRfzRiUcN.jpeg,2021-06-23,topright,test,test,train
2224,t093,images/t093/qrDtyxdNOK.jpeg,2021-06-23,left,test,test,train
2225,t093,images/t093/jNpvSuabKA.jpeg,2021-06-23,left,test,test,train
1412,t094,images/t094/YRbAlqcjxY.JPG,2016-07-01,topright,train,train,val
1413,t094,images/t094/OyCTvafgVO.JPG,2016-07-01,top,train,train,val
1414,t094,images/t094/lWevIMdKAB.JPG,2016-07-01,left,train,train,test
1415,t094,images/t094/HgUuYrzqeT.JPG,2016-07-01,topright,train,train,test
1416,t094,images/t094/VCPHFkOhCr.JPG,2016-07-01,top,train,train,train
1417,t094,images/t094/hcxrhRcTsc.JPG,2016-07-01,left,train,train,train
1418,t094,images/t094/OZhpfNcVHf.JPG,2016-06-30,top,train,train,test
1419,t094,images/t094/qmqWQQgxcj.JPG,2016-06-30,top,train,train,train
1420,t094,images/t094/AdQcaZIZlq.JPG,2016-06-30,top,train,train,train
1421,t094,images/t094/aXYVbXnMDs.JPG,2016-06-30,topleft,train,train,train
1423,t094,images/t094/hYZafohLOd.JPG,2016-06-30,right,train,train,val
1424,t094,images/t094/zpiyaotSld.JPG,2016-06-30,right,train,train,train
1425,t094,images/t094/hYFlbvsgDr.JPG,2020-06-22,right,test,test,train
1426,t094,images/t094/gXsmCLWdRU.JPG,2020-06-22,topleft,test,test,train
1427,t094,images/t094/EvVaEblQmZ.JPG,2020-06-22,topright,test,test,train
1428,t094,images/t094/MaWraDBkAQ.JPG,2020-06-22,topright,test,test,train
1429,t094,images/t094/GtCYohaMlN.JPG,2020-06-21,left,test,train,val
1430,t094,images/t094/zfDQvObbva.JPG,2020-06-21,right,test,train,train
1431,t094,images/t094/tOBVJSyLLy.JPG,2020-06-21,topleft,test,train,train
1432,t094,images/t094/TXbgYXFbcm.JPG,2020-06-21,top,test,train,val
1433,t094,images/t094/xUdojFYPKf.JPG,2020-06-21,top,test,train,train
1434,t094,images/t094/UKHOIJMwYs.JPG,2020-06-21,topright,test,train,train
1435,t094,images/t094/eKTsJldQok.JPG,2020-06-21,topright,test,train,train
1436,t094,images/t094/kqKxdkYXtz.JPG,2020-06-21,top,test,train,train
1437,t094,images/t094/ThNHYKoeaA.JPG,2020-06-21,topright,test,train,val
1438,t094,images/t094/CFmtaUPRaQ.JPG,2020-06-21,top,test,train,train
1439,t094,images/t094/RXTEmeXWfk.JPG,2020-06-21,topright,test,train,train
1440,t094,images/t094/rrOTazGDyi.JPG,2020-06-21,top,test,train,val
1441,t094,images/t094/qpbIKUquyC.jpg,2014-07-15,top,train,train,train
1442,t094,images/t094/lZkWLMzJFy.JPG,2014-07-15,right,train,train,train
1443,t094,images/t094/lGHevQcExa.jpg,2014-07-15,topleft,train,train,train
1444,t094,images/t094/VDUMbMyiBT.jpg,2014-07-15,left,train,train,train
1445,t094,images/t094/suTTdjxCfb.JPG,2018-06-24,topleft,train,train,train
1446,t094,images/t094/ByQuJlmuFR.JPG,2018-06-24,topleft,train,train,train
1447,t094,images/t094/okKcOPHkfe.JPG,2018-06-24,top,train,train,train
1448,t094,images/t094/hBSeCMVZOk.JPG,2018-06-24,right,train,train,val
1449,t094,images/t094/cGFYYKnMVR.JPG,2018-06-24,right,train,train,train
1450,t094,images/t094/HqIxACGvQG.JPG,2018-06-24,topleft,train,train,train
543,t095,images/t095/geKLJJYhpn.JPG,2016-06-24,right,train,train,train
544,t095,images/t095/eFzWQcWtbs.jpg,2016-06-24,topright,train,train,val
545,t095,images/t095/gqKRFOHOhj.JPG,2016-06-24,left,train,train,train
546,t095,images/t095/erBuGVTpgg.JPG,2016-06-24,topleft,train,train,test
547,t095,images/t095/mplhChAjLS.JPG,2016-06-24,topright,train,train,train
548,t095,images/t095/WlOvwYXxAU.JPG,2016-07-06,top,train,train,train
549,t095,images/t095/LWDElQKAPf.JPG,2016-07-06,left,train,train,train
550,t095,images/t095/TiRwgafEHY.JPG,2016-07-06,top,train,train,train
551,t095,images/t095/oZEoYaYkJx.JPG,2016-07-06,left,train,train,train
552,t095,images/t095/REvhaWJEFh.JPG,2016-07-06,left,train,train,test
553,t095,images/t095/TbPpAmxQlm.JPG,2016-07-06,left,train,train,train
554,t095,images/t095/FoSWyewwcV.JPG,2014-07-15,left,train,train,train
555,t095,images/t095/tuUNEJScXh.jpg,2014-07-15,top,train,train,train
556,t095,images/t095/dCzEIuyzKw.JPG,2014-07-15,right,train,train,train
557,t095,images/t095/FeQsnfUoyb.JPG,2018-06-22,left,train,train,train
558,t095,images/t095/aLshHlFuzV.JPG,2018-06-22,right,train,train,train
559,t095,images/t095/VNJdPMeXKK.JPG,2018-06-22,right,train,train,train
560,t095,images/t095/sEDOKzqATe.JPG,2018-06-22,top,train,train,val
561,t095,images/t095/BJTxQcTzrZ.JPG,2018-06-22,right,train,train,val
562,t095,images/t095/AORyjmZbzc.jpg,2019-06-17,right,val,train,train
563,t095,images/t095/RDfinwXqap.jpg,2019-06-17,topright,val,train,train
564,t095,images/t095/UyMPLRZXCm.jpg,2019-06-17,left,val,train,train
565,t095,images/t095/ZPifiXPYCk.jpg,2019-06-20,right,val,test,train
566,t095,images/t095/olNtshwIoC.jpg,2019-06-20,right,val,test,train
567,t095,images/t095/noQbHMZmlG.jpg,2019-06-20,topright,val,test,train
568,t095,images/t095/iDYTjZdDnS.jpg,2019-06-20,left,val,test,test
569,t095,images/t095/txJlsFumAR.jpg,2019-06-20,left,val,test,test
570,t095,images/t095/qVjAISSEoG.jpg,2019-06-17,left,val,train,test
571,t095,images/t095/CZEusEVIOy.jpg,2019-06-17,right,val,train,val
572,t095,images/t095/dhxVpJBWwn.jpg,2019-06-17,top,val,train,train
573,t095,images/t095/uWdQcAKtRT.jpg,2019-06-17,right,val,train,test
574,t095,images/t095/CioVjpnPQj.jpg,2019-06-17,left,val,train,train
575,t095,images/t095/PqhWFnXbEt.jpg,2019-06-17,topright,val,train,train
576,t095,images/t095/SDULVGMKKH.jpg,2019-06-17,left,val,train,train
577,t095,images/t095/NbrlSMAkwG.jpg,2019-06-17,left,val,train,train
5994,t096,images/t096/fnamAkiQSf.JPG,2020-06-26,right,test,test,test
5995,t096,images/t096/TviIGmSgLB.JPG,2020-06-26,right,test,test,train
5996,t096,images/t096/psaOXtMmry.JPG,2020-06-26,left,test,test,val
5997,t096,images/t096/iCZsowNefL.JPG,2020-06-26,right,test,test,train
5998,t096,images/t096/RgUWTJnVFV.JPG,2020-06-26,front,test,test,train
5999,t096,images/t096/veBdDYNudY.JPG,2020-06-26,left,test,test,train
6000,t096,images/t096/NEVSNamXMy.jpg,2014-07-15,left,train,train,train
6001,t096,images/t096/mSbcZQWToJ.jpg,2014-07-15,right,train,train,train
6002,t096,images/t096/GTyuOQleSw.jpg,2014-07-15,right,train,train,test
6003,t096,images/t096/tuoAQGMSNX.JPG,2014-07-15,topright,train,train,test
1764,t097,images/t097/jIthijhGxN.JPG,2016-07-01,top,train,test,val
1765,t097,images/t097/dIvvYqKKml.JPG,2016-07-01,right,train,test,train
1766,t097,images/t097/XXRitSXcJI.JPG,2016-07-01,topleft,train,test,train
1767,t097,images/t097/uGzxxetfiB.JPG,2016-07-01,right,train,test,train
1768,t097,images/t097/BqQnMUfJQG.JPG,2016-07-01,left,train,test,train
1769,t097,images/t097/FkuSIRrDap.JPG,2016-07-01,topleft,train,test,train
1770,t097,images/t097/UekCRgJaUy.JPG,2016-07-01,right,train,test,train
1771,t097,images/t097/abNglVENbz.JPG,2014-07-15,right,train,train,train
1772,t097,images/t097/JoUdxThHXy.jpg,2014-07-15,topright,train,train,train
1773,t097,images/t097/MctZsiCsmq.jpg,2014-07-15,left,train,train,train
1774,t097,images/t097/LCiENDkWNh.jpg,2014-07-15,right,train,train,val
4892,t099,images/t099/EzZsNrxOtt.JPG,2016-06-26,topleft,train,train,train
4893,t099,images/t099/ijbyBGdhOF.JPG,2016-06-26,right,train,train,train
4894,t099,images/t099/JLOQJnzKJd.JPG,2016-06-26,right,train,train,train
4895,t099,images/t099/JHRBqBTbJW.JPG,2016-06-26,left,train,train,test
4896,t099,images/t099/XLueEKQlIE.JPG,2016-06-26,right,train,train,train
4897,t099,images/t099/zPPAyQCgKy.JPG,2016-06-26,topleft,train,train,train
4898,t099,images/t099/qWVzrQUmND.JPG,2016-07-09,topright,train,train,test
4899,t099,images/t099/ceWwZhDZiq.JPG,2016-07-09,right,train,train,train
4900,t099,images/t099/bSWJXPptGe.JPG,2016-07-09,topright,train,train,test
4901,t099,images/t099/DEwaBMkasI.JPG,2016-07-09,right,train,train,train
4902,t099,images/t099/elWBjFdxnU.JPG,2016-07-09,top,train,train,test
4903,t099,images/t099/wvVgidzmdb.JPG,2016-07-09,top,train,train,test
4904,t099,images/t099/fhSXBrwAsO.JPG,2016-07-09,topleft,train,train,train
4905,t099,images/t099/XrxlUIvmFU.JPG,2016-07-10,topleft,train,train,val
4906,t099,images/t099/oonAOLPxji.JPG,2016-07-10,right,train,train,train
4907,t099,images/t099/thvahhvvhE.JPG,2016-07-10,right,train,train,train
4908,t099,images/t099/ZKxJtYgnnS.JPG,2016-07-10,topright,train,train,train
4909,t099,images/t099/mxFJSJbRCo.JPG,2016-07-10,topleft,train,train,train
4910,t099,images/t099/YOQXLcffVZ.JPG,2016-07-01,right,train,train,train
4911,t099,images/t099/SfbZaRxCzE.JPG,2016-07-01,right,train,train,train
4912,t099,images/t099/NrhlPECGwp.JPG,2016-07-01,right,train,train,train
4913,t099,images/t099/YRcDEhpcgy.JPG,2016-07-01,topright,train,train,train
4914,t099,images/t099/yGhuTyAaND.JPG,2016-07-06,right,train,train,train
4916,t099,images/t099/bcAaEfVOxx.JPG,2016-07-06,left,train,train,val
4918,t099,images/t099/EPmobXTgMx.JPG,2016-07-06,right,train,train,test
4919,t099,images/t099/deheatqaGf.JPG,2016-06-28,left,train,train,train
4920,t099,images/t099/nsWadGpUJq.JPG,2016-06-28,right,train,train,test
4921,t099,images/t099/dRAcdASLJB.JPG,2016-06-28,topright,train,train,test
4922,t099,images/t099/EasUBcKBtF.JPG,2016-06-28,left,train,train,train
4924,t099,images/t099/OFBGgdzPpd.jpg,2014-07-16,topleft,train,train,train
4925,t099,images/t099/LYhHITjhJe.JPG,2014-07-16,right,train,train,train
4926,t099,images/t099/YMZhXEZkjX.jpg,2014-07-16,right,train,train,test
4927,t099,images/t099/fZgoJrdPnt.jpeg,2021-06-26,left,test,val,train
4930,t099,images/t099/nQgYXqLSlr.jpeg,2021-06-26,topright,test,val,train
4931,t099,images/t099/hAeoNIYzdo.jpeg,2021-06-26,right,test,val,train
4932,t099,images/t099/vllsiDVUaL.jpeg,2021-06-26,left,test,val,train
4933,t099,images/t099/vYqwrbFsmz.jpeg,2021-06-26,right,test,val,train
4935,t099,images/t099/DBwkSIgrQz.jpeg,2021-06-26,topright,test,val,train
4936,t099,images/t099/NbyBeGUExY.jpeg,2021-06-26,left,test,val,train
4937,t099,images/t099/UElPTBcZfF.jpeg,2021-06-26,right,test,val,train
4938,t099,images/t099/UvFZQQZNii.jpeg,2021-06-26,right,test,val,train
4939,t099,images/t099/LNbsHdjEPL.jpeg,2021-06-26,left,test,val,test
4940,t099,images/t099/AfECCgcTAw.jpeg,2021-06-26,topleft,test,val,train
4941,t099,images/t099/rYiGHMyiQW.jpg,2019-06-20,topleft,val,train,train
4942,t099,images/t099/bBSqzcGRSr.jpg,2019-06-20,topright,val,train,train
4943,t099,images/t099/zIMDbpDfAF.jpg,2019-06-20,topright,val,train,train
4944,t099,images/t099/YdCpOcDyUC.jpg,2019-06-20,right,val,train,train
4945,t099,images/t099/xLxvvfUknd.jpg,2019-06-20,topleft,val,train,train
4946,t099,images/t099/eDpxWFbXkJ.jpg,2019-06-20,topright,val,train,val
4947,t099,images/t099/NquoatCZTR.jpg,2019-06-20,top,val,train,train
4948,t099,images/t099/HpveHCWdLn.jpg,2019-06-20,topleft,val,train,train
41,t101,images/t101/ZNRMcyqImE.jpg,2014-07-24,right,train,train,val
42,t101,images/t101/ErfHaIClHW.jpg,2014-07-24,right,train,train,train
43,t101,images/t101/AiEMbgYfIX.jpg,2014-07-24,topleft,train,train,test
44,t101,images/t101/PIQxvoffSC.JPG,2014-07-24,left,train,train,train
2092,t102,images/t102/zvDrcRunxQ.JPG,2016-06-26,topright,train,train,train
2093,t102,images/t102/zlbMFUdhKU.JPG,2016-06-26,left,train,train,train
2094,t102,images/t102/xyhbxdJLFm.JPG,2016-06-26,left,train,train,test
2095,t102,images/t102/IFGDCMBuzu.JPG,2016-06-26,left,train,train,train
2096,t102,images/t102/QwTICCnlrG.JPG,2016-06-26,topright,train,train,train
2097,t102,images/t102/MFJjLGDWwt.JPG,2016-06-23,left,train,train,train
2098,t102,images/t102/DmJMmaVyHy.JPG,2016-06-23,topright,train,train,train
2099,t102,images/t102/gqfCBTpegc.JPG,2016-06-23,right,train,train,test
2100,t102,images/t102/WkzSZmcXho.JPG,2016-06-23,left,train,train,train
2101,t102,images/t102/CtMtVYVYFD.JPG,2016-06-23,left,train,train,train
2102,t102,images/t102/nKwawpoKAK.JPG,2016-06-23,right,train,train,train
2103,t102,images/t102/HmQJSrQUny.jpg,2014-07-29,right,train,train,train
2104,t102,images/t102/mXfjqXYnqm.jpg,2014-07-29,topleft,train,train,train
2105,t102,images/t102/QuJvaCowlq.jpg,2014-07-29,right,train,train,train
2106,t102,images/t102/osLtWwVfoz.jpg,2014-07-29,left,train,train,train
2107,t102,images/t102/GHInoodPFM.jpg,2014-07-29,topleft,train,train,train
2108,t102,images/t102/MyFuyaNSVO.jpeg,2021-06-26,left,test,test,train
2110,t102,images/t102/krezYEdlJs.jpeg,2021-06-26,left,test,test,train
2111,t102,images/t102/OxBYvLZBkn.jpeg,2021-06-26,left,test,test,train
2112,t102,images/t102/SBNPwNFUzt.jpeg,2021-06-26,left,test,test,train
2114,t102,images/t102/GoXAtIBeAd.jpeg,2021-06-24,left,test,train,train
2115,t102,images/t102/WRrrlTLlJy.jpeg,2021-06-24,right,test,train,train
2116,t102,images/t102/QLVaMmWSEI.jpeg,2021-06-24,right,test,train,train
2117,t102,images/t102/pQdDCJpjZj.jpeg,2021-06-24,left,test,train,train
2118,t102,images/t102/EGHgrQPWPT.jpeg,2021-06-24,right,test,train,train
2119,t102,images/t102/xUknPpxdcK.jpeg,2021-06-24,left,test,train,test
2120,t102,images/t102/dnuCbqSijm.jpeg,2021-06-24,left,test,train,train
2121,t102,images/t102/EWQiHJgZYs.jpeg,2021-06-24,right,test,train,train
2122,t102,images/t102/XNGamOSGRB.jpeg,2021-06-24,right,test,train,train
2123,t102,images/t102/LPfEFkgEOs.JPG,2018-07-02,right,train,train,train
2124,t102,images/t102/JaPUjyZtRf.JPG,2018-07-02,left,train,train,train
2125,t102,images/t102/jSJQVWcxWe.JPG,2018-07-02,right,train,train,train
2126,t102,images/t102/lRHIAkUfwa.JPG,2018-07-02,left,train,train,train
2127,t102,images/t102/gOKBWcXMJv.JPG,2018-07-02,left,train,train,test
2128,t102,images/t102/AGbpwnGLVP.JPG,2018-07-02,left,train,train,train
2129,t102,images/t102/pGoTiWiMYe.JPG,2018-07-02,left,train,train,train
2130,t102,images/t102/MOfmoYieRq.JPG,2018-07-02,topleft,train,train,val
2131,t102,images/t102/XpqvaUuhoJ.JPG,2018-06-24,right,train,train,test
2132,t102,images/t102/SKTjfWyTjz.JPG,2018-06-24,topleft,train,train,train
